release_id,release_datetime,module,environment,commits,lines_changed,test_coverage,defects_open,prior_failed_deploys,build_success_rate,lead_time_days,cycle_time_days,code_smells,vulnerabilities,team_experience_years,hour_of_day,day_of_week,deploy_failed
894,2024-12-05 21:03:49,risk-engine,dev,4,759,0.684,17,3,0.887,4.78,1.05,45,2,6.5,7,4,1
895,2025-04-12 21:03:49,payments,qa,27,1962,0.697,16,2,0.948,5.97,1.83,34,4,1.1,1,0,1
896,2024-10-03 21:03:49,risk-engine,qa,21,2658,0.742,17,1,0.75,7.34,2.34,30,0,3.3,14,1,0
897,2025-01-08 21:03:49,risk-engine,prod,4,783,0.539,15,2,0.861,5.57,3.38,17,0,3.2,13,6,0
898,2025-04-13 21:03:49,payments,qa,34,1058,0.605,3,0,0.823,5.52,1.79,37,3,5.6,23,1,1
899,2025-06-06 21:03:49,payments,dev,25,1961,0.73,18,0,0.833,8.95,3.91,41,7,1.1,1,6,1
900,2025-04-14 21:03:49,core-banking,staging,26,184,0.758,8,1,0.944,4.8,4.5,46,1,3.0,6,1,0
901,2025-08-17 21:03:49,payments,staging,14,160,0.744,2,1,0.758,2.7,3.43,32,3,1.8,9,3,0
902,2025-02-02 21:03:49,internet-banking,prod,34,1348,0.535,8,1,0.838,3.89,3.07,64,2,3.2,16,3,1
903,2025-05-27 21:03:49,onboarding,staging,38,1243,0.69,20,0,0.722,6.91,2.42,45,5,1.3,22,1,1
904,2024-12-31 21:03:49,onboarding,staging,39,1748,0.722,17,0,0.973,6.41,3.43,38,4,5.6,13,5,1
905,2025-01-08 21:03:49,onboarding,prod,23,1171,0.778,12,1,1.0,8.18,4.59,37,3,4.0,16,1,1
906,2024-12-29 21:03:49,payments,dev,26,1235,0.696,13,1,0.832,5.33,2.23,25,2,3.0,11,2,1
907,2025-01-28 21:03:49,internet-banking,prod,34,959,0.842,13,1,0.929,5.95,3.55,37,2,1.0,16,2,0
908,2024-10-28 21:03:49,core-banking,prod,21,2113,0.74,12,0,1.0,4.57,2.68,20,6,2.6,17,2,1
909,2024-11-01 21:03:49,onboarding,staging,12,154,0.766,1,1,1.0,5.67,4.3,34,8,2.7,14,1,1
910,2025-03-25 21:03:49,payments,qa,19,1697,0.817,11,2,0.859,8.01,3.76,26,2,4.3,19,6,1
911,2025-02-06 21:03:49,risk-engine,staging,27,1461,0.756,9,0,0.881,5.07,5.18,45,1,5.4,12,3,1
912,2025-04-10 21:03:49,internet-banking,staging,22,1155,0.741,13,2,0.89,8.13,3.3,35,4,5.2,11,3,1
913,2024-10-11 21:03:49,mobile-app,qa,20,1434,0.664,13,0,0.827,7.23,4.37,21,4,1.1,22,6,1
914,2025-06-17 21:03:49,core-banking,prod,36,1032,0.638,12,1,0.837,9.97,2.73,36,2,3.7,7,4,0
915,2025-08-23 21:03:49,onboarding,qa,30,2084,0.711,11,2,0.976,9.13,3.2,33,0,1.4,0,0,0
916,2025-06-30 21:03:49,mobile-app,prod,19,1222,0.84,8,1,0.916,7.81,3.85,34,0,2.9,22,1,0
917,2025-04-20 21:03:49,payments,staging,25,947,0.674,21,1,0.984,3.92,2.31,26,4,3.0,21,1,0
918,2024-11-11 21:03:49,payments,prod,36,592,0.755,18,0,0.858,7.85,2.02,34,0,1.1,15,1,0
919,2025-01-14 21:03:49,core-banking,qa,36,2612,0.729,17,0,0.869,2.15,4.63,22,8,3.8,5,0,0
920,2025-02-13 21:03:49,internet-banking,staging,19,1072,0.73,11,1,0.959,2.62,3.46,32,4,3.5,6,5,0
921,2024-10-15 21:03:49,payments,staging,29,1464,0.675,3,1,1.0,2.58,2.98,34,4,2.1,17,4,1
922,2025-05-16 21:03:49,internet-banking,staging,20,2762,0.647,13,1,0.981,3.34,2.29,38,9,2.4,3,0,1
923,2025-01-31 21:03:49,internet-banking,staging,16,1180,0.742,18,1,0.898,3.95,4.86,36,7,3.2,13,3,1
924,2025-01-26 21:03:49,internet-banking,staging,25,1623,0.595,7,1,1.0,4.76,3.67,37,3,5.2,9,4,1
925,2024-12-18 21:03:49,core-banking,staging,28,1489,0.857,13,0,1.0,8.5,4.2,0,5,3.4,6,5,1
926,2025-06-24 21:03:49,internet-banking,prod,22,2398,0.798,14,3,0.993,8.04,2.89,46,4,5.3,5,3,1
927,2025-02-27 21:03:49,payments,prod,31,1082,0.908,13,1,0.879,4.57,2.69,31,1,3.5,19,2,1
928,2025-01-16 21:03:49,internet-banking,staging,30,1938,0.775,19,1,1.0,12.2,1.24,8,3,3.8,0,1,1
929,2024-09-29 21:03:49,mobile-app,prod,19,1379,0.804,9,1,0.946,5.6,4.12,23,0,3.5,14,5,0
930,2025-02-16 21:03:49,mobile-app,qa,18,2392,0.482,17,0,0.978,4.08,2.93,25,3,5.2,20,4,1
931,2025-09-03 21:03:49,payments,qa,8,1328,0.666,19,0,0.733,3.38,1.99,46,6,2.9,4,3,1
932,2025-08-15 21:03:49,internet-banking,prod,13,1774,0.757,10,2,0.908,6.99,1.67,42,7,3.6,23,6,1
933,2024-11-21 21:03:49,internet-banking,prod,33,1539,0.605,16,0,0.923,5.23,2.55,37,1,3.8,2,4,1
934,2025-09-07 21:03:49,core-banking,qa,31,2349,0.86,14,1,0.786,6.41,4.09,39,0,4.2,9,5,1
935,2024-12-28 21:03:49,payments,staging,18,2262,0.593,11,0,0.834,6.61,4.31,49,6,1.3,2,2,1
936,2024-09-29 21:03:49,risk-engine,dev,44,1563,0.774,16,0,1.0,4.12,2.39,23,8,4.1,9,4,1
937,2025-09-07 21:03:49,mobile-app,staging,39,1463,0.771,13,1,0.888,3.63,3.49,44,6,3.9,16,2,1
938,2024-11-23 21:03:49,payments,qa,39,1424,0.759,15,0,0.81,3.4,2.89,31,0,3.4,4,2,1
939,2024-10-28 21:03:49,onboarding,qa,18,1888,0.721,10,2,0.863,5.64,3.8,41,9,3.9,5,5,1
940,2025-08-17 21:03:49,internet-banking,qa,18,36,0.619,20,1,0.87,6.8,1.05,38,7,3.1,7,1,0
941,2025-09-02 21:03:49,payments,qa,10,2920,0.595,10,0,0.817,5.1,3.64,50,2,2.1,14,3,1
942,2025-02-18 21:03:49,risk-engine,qa,23,1558,0.702,17,2,0.914,5.99,3.26,27,6,3.7,12,6,1
943,2025-01-19 21:03:49,risk-engine,qa,28,1642,0.816,16,0,0.862,6.0,3.36,40,4,3.1,20,6,1
944,2024-12-02 21:03:49,payments,staging,13,1611,0.797,10,1,0.817,7.08,1.25,17,5,3.0,9,2,1
945,2025-07-23 21:03:49,core-banking,qa,16,1178,0.755,10,1,0.741,6.73,3.08,28,0,3.2,19,6,0
946,2024-12-05 21:03:49,internet-banking,prod,23,1942,0.725,12,1,0.828,6.05,4.19,38,2,1.3,6,5,1
947,2025-03-13 21:03:49,payments,prod,28,931,0.687,7,0,0.732,2.8,4.02,23,5,4.3,9,0,0
948,2025-07-09 21:03:49,core-banking,staging,37,2625,0.865,1,1,0.9,6.93,1.27,14,7,2.6,0,5,0
949,2024-09-25 21:03:49,internet-banking,qa,27,912,0.546,19,0,0.873,4.96,4.46,42,7,2.6,1,5,1
950,2025-03-11 21:03:49,core-banking,dev,19,1739,0.588,14,0,0.884,6.9,2.64,26,5,3.8,16,3,0
951,2025-05-31 21:03:49,mobile-app,prod,40,1689,0.721,7,0,0.851,4.69,3.77,39,0,3.0,20,1,1
952,2024-12-11 21:03:49,internet-banking,staging,0,914,0.748,0,2,0.746,5.51,4.96,32,3,4.1,20,6,0
953,2024-09-18 21:03:49,internet-banking,prod,27,1416,0.685,16,1,0.864,8.46,1.95,52,5,2.1,1,6,1
954,2025-04-28 21:03:49,internet-banking,prod,23,2064,0.772,6,0,0.922,6.69,2.33,54,6,2.5,19,5,1
955,2024-12-17 21:03:49,internet-banking,prod,34,1521,0.788,16,1,0.932,7.19,3.49,25,1,2.9,13,4,1
956,2025-06-12 21:03:49,core-banking,qa,11,1355,0.702,12,2,0.792,7.04,1.47,32,3,3.1,23,6,0
957,2025-04-17 21:03:49,payments,prod,0,2336,0.516,24,1,1.0,8.17,2.56,30,1,4.1,11,5,1
958,2025-01-12 21:03:49,mobile-app,staging,21,1564,0.656,9,2,0.884,5.28,2.82,40,0,3.7,14,5,1
959,2025-08-12 21:03:49,internet-banking,qa,16,826,0.743,4,0,0.863,9.24,2.18,33,7,2.8,10,5,1
960,2025-01-14 21:03:49,risk-engine,prod,10,1850,0.759,17,1,0.786,1.29,5.87,41,4,3.5,16,3,1
961,2025-07-07 21:03:49,core-banking,prod,17,763,0.668,10,1,0.885,3.62,2.94,38,0,3.6,5,1,0
962,2024-10-12 21:03:49,payments,qa,8,1419,0.751,7,0,0.963,2.41,1.23,23,8,4.2,19,1,1
963,2025-01-24 21:03:49,risk-engine,staging,28,1382,0.697,20,0,1.0,2.82,5.69,30,6,4.2,14,6,1
964,2025-07-29 21:03:49,onboarding,prod,17,1527,0.708,18,1,0.894,7.21,0.95,27,4,4.4,11,0,1
965,2025-01-03 21:03:49,payments,dev,23,1745,0.675,19,1,0.925,7.47,2.69,28,3,4.1,19,2,1
966,2025-02-14 21:03:49,onboarding,prod,35,1955,0.938,17,0,0.938,4.89,2.55,18,3,3.8,20,1,0
967,2025-08-01 21:03:49,onboarding,qa,28,1005,0.766,22,2,0.677,11.3,1.15,32,0,2.4,2,5,1
968,2025-06-25 21:03:49,risk-engine,qa,16,665,0.706,10,1,0.805,7.04,3.6,22,1,3.4,3,1,1
969,2025-05-12 21:03:49,internet-banking,dev,12,1735,0.702,11,0,0.955,6.07,2.94,59,7,4.1,23,3,1
970,2025-06-22 21:03:49,payments,prod,26,1153,0.696,7,1,0.955,6.36,2.96,26,0,1.6,12,0,1
971,2025-03-06 21:03:49,internet-banking,prod,23,2345,0.642,11,1,0.886,8.18,3.11,36,0,2.2,23,4,1
972,2024-09-30 21:03:49,mobile-app,dev,17,1000,0.91,19,1,0.911,4.71,3.13,26,3,5.2,4,0,1
973,2025-03-29 21:03:49,mobile-app,staging,17,1647,0.558,15,1,0.904,5.32,4.72,37,9,3.8,1,6,1
974,2025-06-22 21:03:49,onboarding,staging,34,1818,0.687,11,1,1.0,4.81,2.26,24,6,2.2,15,0,1
975,2025-06-25 21:03:49,payments,qa,10,2495,0.752,1,1,0.978,5.14,2.04,16,11,2.2,15,3,1
976,2025-01-06 21:03:49,mobile-app,staging,34,1778,0.681,12,1,0.895,4.48,2.42,27,1,4.3,5,2,1
977,2024-12-23 21:03:49,internet-banking,prod,46,883,0.704,12,1,0.863,8.31,3.45,45,5,4.2,13,3,0
978,2025-02-28 21:03:49,risk-engine,qa,18,2008,0.791,21,0,0.945,4.64,3.51,32,5,1.6,18,4,1
979,2025-01-05 21:03:49,core-banking,staging,21,1705,0.73,12,1,0.905,4.87,4.87,31,0,2.4,20,3,0
980,2024-11-16 21:03:49,risk-engine,prod,36,1877,0.778,7,1,1.0,6.79,3.42,19,7,5.2,12,0,1
981,2025-07-26 21:03:49,core-banking,staging,21,1888,0.748,17,1,0.831,5.0,2.44,32,9,5.4,4,5,1
982,2024-10-24 21:03:49,risk-engine,staging,17,2478,0.559,13,0,0.899,7.33,4.02,34,6,2.5,1,5,1
983,2024-11-08 21:03:49,risk-engine,dev,22,2109,0.611,7,1,0.865,3.09,4.35,21,3,2.5,10,5,0
984,2025-06-15 21:03:49,onboarding,prod,34,1134,0.933,2,1,1.0,6.95,3.34,40,5,3.5,3,4,1
985,2025-08-19 21:03:49,payments,qa,31,2357,0.896,13,1,1.0,3.96,3.34,31,2,4.0,4,2,0
986,2024-11-30 21:03:49,mobile-app,prod,17,1380,0.708,21,0,0.73,8.79,3.45,33,2,2.2,9,1,1
987,2024-12-06 21:03:49,onboarding,staging,37,1593,0.63,7,0,1.0,5.86,1.32,39,4,2.7,7,5,1
988,2024-10-07 21:03:49,onboarding,prod,29,1646,0.753,9,1,0.993,8.83,1.78,32,6,5.3,2,5,0
989,2025-09-12 21:03:49,internet-banking,dev,35,1972,0.594,14,0,0.898,5.51,1.43,43,4,2.2,21,6,1
990,2025-07-19 21:03:49,onboarding,prod,33,1501,0.545,18,1,0.812,1.08,4.03,41,4,4.2,20,1,1
991,2024-10-28 21:03:49,payments,staging,29,2338,0.71,19,1,0.93,10.81,4.65,55,1,5.6,5,2,1
992,2025-03-22 21:03:49,core-banking,staging,14,1744,0.604,20,1,1.0,3.95,4.55,13,4,2.5,1,0,0
993,2025-05-27 21:03:49,risk-engine,prod,20,1569,0.836,13,1,0.782,5.13,3.71,39,1,4.2,16,0,0
994,2025-06-09 21:03:49,onboarding,prod,19,1165,0.613,10,1,0.92,7.92,3.52,27,0,2.2,8,2,0
995,2025-04-08 21:03:49,core-banking,staging,47,1041,0.88,19,1,0.938,8.48,2.94,33,2,0.6,11,1,1
996,2024-10-05 21:03:49,onboarding,qa,10,1983,0.768,9,0,0.805,7.5,3.19,38,5,2.5,7,3,0
997,2025-05-16 21:03:49,mobile-app,staging,29,2254,0.834,9,1,0.795,5.38,4.46,26,2,2.5,19,5,0
998,2024-10-27 21:03:49,core-banking,prod,23,2987,0.603,19,1,0.853,8.78,2.59,30,1,2.2,8,5,1
999,2025-07-13 21:03:49,onboarding,staging,22,1539,0.657,10,1,0.9,5.97,3.8,37,6,3.2,7,2,1
